Laporan Penjualan

Tanggal Cetak,2017-08-11 - 2017-12-11
Laporan Omzet,Rp.306.110.000
Laporan Laba Kotor,Rp.306.110.000
Laporan Penjualan,2572
Laporan Barang,2572




ID Pesanan,Waktu,SKU,Nama Barang,Jumlah,Harga Jual,Total,Harga Beli,Laba
Pesanan ID-20171024-236041,2017-10-24T00:00:24Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.125.000,Rp.125.000,Rp.74.010,Rp.50.990
Barang Rusak,2017-10-24T00:46:40Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.0,Rp.0,Rp.78.000,-Rp.78.000
Pesanan ID-20171024-675014,2017-10-24T00:21:02Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.120.000,Rp.120.000,Rp.66.725,Rp.53.275
Pesanan ID-20171024-266376,2017-10-24T00:23:06Z,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp.120.000,Rp.120.000,Rp.72.630,Rp.47.370
Pesanan ID-20171024-266376,2017-10-24T00:23:06Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171024-471358,2017-10-24T00:57:47Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.115.000,Rp.115.000,Rp.66.725,Rp.48.275
Pesanan ID-20171024-882357,2017-10-24T00:54:37Z,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,Rp.120.000,Rp.120.000,Rp.60.000,Rp.60.000
Pesanan ID-20171024-550570,2017-10-24T00:35:09Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.130.000,Rp.130.000,Rp.69.000,Rp.61.000
Pesanan ID-20171024-072646,2017-10-24T00:16:58Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171023-924176,2017-10-24T00:28:21Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.115.000,Rp.115.000,Rp.75.613,Rp.39.387
Pesanan ID-20171023-090648,2017-10-23T00:34:29Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.130.000,Rp.130.000,Rp.69.000,Rp.61.000
Pesanan ID-20171023-284587,2017-10-23T00:06:09Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.120.000,Rp.120.000,Rp.61.000,Rp.59.000
Pesanan ID-20171023-284587,2017-10-23T00:06:09Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.120.000,Rp.120.000,Rp.62.691,Rp.57.309
Pesanan ID-20171023-194334,2017-10-23T00:28:50Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.115.000,Rp.115.000,Rp.63.431,Rp.51.569
Pesanan ID-20171023-632823,2017-10-23T00:14:15Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171023-198643,2017-10-23T00:35:44Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171023-287650,2017-10-23T00:01:11Z,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp.120.000,Rp.120.000,Rp.72.630,Rp.47.370
Pesanan ID-20171023-381008,2017-10-23T00:45:51Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.125.000,Rp.125.000,Rp.69.000,Rp.56.000
Pesanan ID-20171023-175276,2017-10-23T00:01:49Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.110.000,Rp.110.000,Rp.66.725,Rp.43.275
Pesanan ID-20171023-138538,2017-10-23T00:00:18Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.125.000,Rp.125.000,Rp.66.725,Rp.58.275
Pesanan ID-20171023-892580,2017-10-23T00:14:16Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.120.000,Rp.120.000,Rp.63.431,Rp.56.569
Pesanan ID-20171023-375837,2017-10-23T00:24:15Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.130.000,Rp.130.000,Rp.66.725,Rp.63.275
Pesanan ID-20171023-375837,2017-10-23T00:24:15Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.120.000,Rp.120.000,Rp.71.780,Rp.48.220
Pesanan ID-20171023-091060,2017-10-23T00:20:56Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.130.000,Rp.130.000,Rp.61.000,Rp.69.000
Pesanan ID-20171023-882563,2017-10-23T00:31:45Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.120.000,Rp.120.000,Rp.78.000,Rp.42.000
Pesanan ID-20171023-235288,2017-10-23T00:47:45Z,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,Rp.125.000,Rp.125.000,Rp.67.800,Rp.57.200
Pesanan ID-20171023-235288,2017-10-23T00:47:45Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.110.000,Rp.110.000,Rp.66.725,Rp.43.275
Pesanan ID-20171023-851140,2017-10-23T00:35:16Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171023-851140,2017-10-23T00:35:16Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.115.000,Rp.115.000,Rp.71.780,Rp.43.220
Pesanan ID-20171023-218874,2017-10-23T00:05:05Z,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,Rp.110.000,Rp.110.000,Rp.66.748,Rp.43.252
Pesanan ID-20171022-327833,2017-10-22T00:53:44Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.130.000,Rp.130.000,Rp.66.073,Rp.63.927
Pesanan ID-20171022-327833,2017-10-22T00:53:44Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.75.613,Rp.34.387
Pesanan ID-20171022-776484,2017-10-22T00:29:34Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.78.000,Rp.52.000
Pesanan ID-20171022-776484,2017-10-22T00:29:34Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.115.000,Rp.115.000,Rp.68.546,Rp.46.454
Pesanan ID-20171022-844251,2017-10-22T00:48:14Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.125.000,Rp.125.000,Rp.74.010,Rp.50.990
Pesanan ID-20171022-844251,2017-10-22T00:48:14Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.115.000,Rp.115.000,Rp.74.010,Rp.40.990
Pesanan ID-20171022-280460,2017-10-22T00:12:17Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.110.000,Rp.110.000,Rp.61.000,Rp.49.000
Pesanan ID-20171022-280460,2017-10-22T00:12:17Z,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,Rp.120.000,Rp.120.000,Rp.69.830,Rp.50.170
Pesanan ID-20171022-578857,2017-10-22T00:46:03Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.115.000,Rp.115.000,Rp.63.431,Rp.51.569
Pesanan ID-20171022-578857,2017-10-22T00:46:03Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.130.000,Rp.130.000,Rp.69.000,Rp.61.000
Pesanan ID-20171022-677727,2017-10-22T00:04:20Z,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,Rp.130.000,Rp.130.000,Rp.69.830,Rp.60.170
Pesanan ID-20171022-014568,2017-10-22T00:44:40Z,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,Rp.125.000,Rp.125.000,Rp.72.326,Rp.52.674
Pesanan ID-20171022-727681,2017-10-22T00:12:02Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.125.000,Rp.125.000,Rp.71.780,Rp.53.220
Pesanan ID-20171022-727681,2017-10-22T00:12:02Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.130.000,Rp.130.000,Rp.73.000,Rp.57.000
Pesanan ID-20171022-591176,2017-10-22T00:40:29Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.125.000,Rp.125.000,Rp.63.431,Rp.61.569
Pesanan ID-20171022-180805,2017-10-22T00:42:08Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",5,Rp.115.000,Rp.575.000,Rp.71.780,Rp.43.220
Pesanan ID-20171022-126818,2017-10-22T00:19:25Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.115.000,Rp.115.000,Rp.74.010,Rp.40.990
Pesanan ID-20171022-435323,2017-10-22T00:17:04Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.125.000,Rp.125.000,Rp.78.000,Rp.47.000
Pesanan ID-20171022-664501,2017-10-22T00:01:56Z,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,Rp.130.000,Rp.130.000,Rp.73.323,Rp.56.677
Pesanan ID-20171022-008775,2017-10-22T00:35:25Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.71.780,Rp.38.220
Pesanan ID-20171022-317867,2017-10-22T00:59:08Z,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp.120.000,Rp.120.000,Rp.78.000,Rp.42.000
Pesanan ID-20171022-317867,2017-10-22T00:59:08Z,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,Rp.120.000,Rp.120.000,Rp.69.000,Rp.51.000
Pesanan ID-20171022-418720,2017-10-22T00:25:35Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.125.000,Rp.125.000,Rp.74.700,Rp.50.300
Pesanan ID-20171021-961855,2017-10-21T00:39:09Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.115.000,Rp.115.000,Rp.71.780,Rp.43.220
Pesanan ID-20171021-961855,2017-10-21T00:39:09Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.130.000,Rp.130.000,Rp.65.303,Rp.64.697
Pesanan ID-20171021-057574,2017-10-21T00:39:19Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.130.000,Rp.130.000,Rp.65.303,Rp.64.697
Pesanan ID-20171021-057574,2017-10-21T00:39:19Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.120.000,Rp.120.000,Rp.61.000,Rp.59.000
Pesanan ID-20171021-988466,2017-10-21T00:51:44Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.115.000,Rp.115.000,Rp.73.000,Rp.42.000
Pesanan ID-20171021-313512,2017-10-21T00:05:19Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.120.000,Rp.120.000,Rp.65.626,Rp.54.374
Pesanan ID-20171021-313512,2017-10-21T00:05:19Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.115.000,Rp.115.000,Rp.74.700,Rp.40.300
Pesanan ID-20171021-313512,2017-10-21T00:05:19Z,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,Rp.115.000,Rp.115.000,Rp.61.202,Rp.53.798
Pesanan ID-20171021-677524,2017-10-21T00:40:00Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171021-120214,2017-10-21T00:32:28Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171021-198604,2017-10-21T00:15:55Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.110.000,Rp.110.000,Rp.74.010,Rp.35.990
Pesanan ID-20171021-421330,2017-10-21T00:53:49Z,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp.110.000,Rp.110.000,Rp.72.630,Rp.37.370
Pesanan ID-20171021-421330,2017-10-21T00:53:49Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.115.000,Rp.115.000,Rp.61.000,Rp.54.000
Pesanan ID-20171021-096677,2017-10-21T00:52:36Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.115.000,Rp.115.000,Rp.63.431,Rp.51.569
Pesanan ID-20171021-406643,2017-10-21T00:06:09Z,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp.120.000,Rp.120.000,Rp.72.630,Rp.47.370
Pesanan ID-20171021-570340,2017-10-21T00:09:25Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171021-078515,2017-10-21T00:02:50Z,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,Rp.120.000,Rp.120.000,Rp.67.800,Rp.52.200
Pesanan ID-20171021-628515,2017-10-21T00:32:56Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171021-628515,2017-10-21T00:32:56Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.120.000,Rp.120.000,Rp.73.668,Rp.46.332
Pesanan ID-20171020-681220,2017-10-20T00:37:35Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.115.000,Rp.115.000,Rp.65.172,Rp.49.828
Pesanan ID-20171020-681220,2017-10-20T00:37:35Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.120.000,Rp.120.000,Rp.65.172,Rp.54.828
Pesanan ID-20171020-905122,2017-10-20T00:38:02Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.125.000,Rp.125.000,Rp.77.000,Rp.48.000
Pesanan ID-20171020-905122,2017-10-20T00:38:02Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.115.000,Rp.115.000,Rp.61.000,Rp.54.000
Pesanan ID-20171020-575057,2017-10-20T00:39:42Z,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,Rp.120.000,Rp.120.000,Rp.73.323,Rp.46.677
Pesanan ID-20171020-575057,2017-10-20T00:39:42Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.110.000,Rp.110.000,Rp.74.010,Rp.35.990
Pesanan ID-20171020-861476,2017-10-20T00:21:03Z,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,Rp.120.000,Rp.120.000,Rp.73.000,Rp.47.000
Pesanan ID-20171020-566588,2017-10-20T00:08:39Z,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,Rp.110.000,Rp.110.000,Rp.61.202,Rp.48.798
Pesanan ID-20171020-553882,2017-10-20T00:05:44Z,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,Rp.110.000,Rp.110.000,Rp.66.748,Rp.43.252
Pesanan ID-20171020-296807,2017-10-20T00:18:29Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.120.000,Rp.120.000,Rp.61.000,Rp.59.000
Pesanan ID-20171020-727274,2017-10-20T00:39:50Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.130.000,Rp.130.000,Rp.61.000,Rp.69.000
Pesanan ID-20171020-727274,2017-10-20T00:39:50Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.120.000,Rp.120.000,Rp.68.546,Rp.51.454
Pesanan ID-20171020-020365,2017-10-20T00:51:25Z,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,Rp.125.000,Rp.125.000,Rp.63.431,Rp.61.569
Pesanan ID-20171020-020365,2017-10-20T00:51:25Z,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,Rp.115.000,Rp.115.000,Rp.77.000,Rp.38.000
Pesanan ID-20171020-612004,2017-10-20T00:44:02Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.120.000,Rp.120.000,Rp.74.010,Rp.45.990
Pesanan ID-20171020-486851,2017-10-20T00:20:40Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.120.000,Rp.120.000,Rp.61.000,Rp.59.000
Pesanan ID-20171020-252815,2017-10-20T00:05:31Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.130.000,Rp.130.000,Rp.61.409,Rp.68.591
Pesanan ID-20171020-513215,2017-10-20T00:55:59Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171020-513215,2017-10-20T00:55:59Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.115.000,Rp.115.000,Rp.65.303,Rp.49.697
Pesanan ID-20171020-968363,2017-10-20T00:47:08Z,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,Rp.125.000,Rp.125.000,Rp.67.800,Rp.57.200
Pesanan ID-20171020-968363,2017-10-20T00:47:08Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.120.000,Rp.120.000,Rp.75.613,Rp.44.387
Pesanan ID-20171020-225233,2017-10-20T00:33:13Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.130.000,Rp.130.000,Rp.66.073,Rp.63.927
Barang Rusak,2017-10-20T00:01:09Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.0,Rp.0,Rp.74.010,-Rp.74.010
Pesanan ID-20171020-837805,2017-10-20T00:34:36Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.120.000,Rp.120.000,Rp.65.303,Rp.54.697
Pesanan ID-20171019-086730,2017-10-19T00:20:35Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.110.000,Rp.110.000,Rp.65.172,Rp.44.828
Pesanan ID-20171019-145558,2017-10-19T00:50:48Z,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,Rp.125.000,Rp.125.000,Rp.66.748,Rp.58.252
Pesanan ID-20171019-110064,2017-10-19T00:41:03Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.125.000,Rp.125.000,Rp.61.000,Rp.64.000
Pesanan ID-20171019-110064,2017-10-19T00:41:03Z,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp.110.000,Rp.110.000,Rp.72.630,Rp.37.370
Pesanan ID-20171019-891072,2017-10-19T00:27:39Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.130.000,Rp.130.000,Rp.61.409,Rp.68.591
Pesanan ID-20171019-891072,2017-10-19T00:27:39Z,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,Rp.125.000,Rp.125.000,Rp.70.447,Rp.54.553
Pesanan ID-20171019-532508,2017-10-19T00:53:20Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.115.000,Rp.115.000,Rp.74.010,Rp.40.990
Pesanan ID-20171019-553800,2017-10-19T00:27:08Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.130.000,Rp.130.000,Rp.68.546,Rp.61.454
Pesanan ID-20171019-818722,2017-10-19T00:59:22Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.130.000,Rp.130.000,Rp.61.000,Rp.69.000
Pesanan ID-20171019-392808,2017-10-19T00:44:31Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.120.000,Rp.120.000,Rp.71.780,Rp.48.220
Pesanan ID-20171019-943426,2017-10-19T00:00:24Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.115.000,Rp.115.000,Rp.61.000,Rp.54.000
Pesanan ID-20171019-437543,2017-10-19T00:47:34Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.115.000,Rp.115.000,Rp.74.700,Rp.40.300
Pesanan ID-20171019-437543,2017-10-19T00:47:34Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.125.000,Rp.125.000,Rp.74.010,Rp.50.990
Pesanan ID-20171019-178445,2017-10-19T00:26:51Z,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,Rp.130.000,Rp.130.000,Rp.66.748,Rp.63.252
Pesanan ID-20171019-464470,2017-10-19T00:53:12Z,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,Rp.130.000,Rp.130.000,Rp.70.472,Rp.59.528
Pesanan ID-20171019-903771,2017-10-19T00:15:03Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.130.000,Rp.130.000,Rp.66.073,Rp.63.927
Pesanan ID-20171019-881555,2017-10-19T00:22:14Z,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,Rp.130.000,Rp.130.000,Rp.74.700,Rp.55.300
Pesanan ID-20171019-163138,2017-10-19T00:58:22Z,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,Rp.110.000,Rp.110.000,Rp.66.725,Rp.43.275
Pesanan ID-20171019-163138,2017-10-19T00:58:22Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.125.000,Rp.125.000,Rp.65.303,Rp.59.697
Pesanan ID-20171019-457578,2017-10-19T00:51:38Z,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,Rp.130.000,Rp.130.000,Rp.68.546,Rp.61.454
Pesanan ID-20171018-173558,2017-10-18T00:14:18Z,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,Rp.120.000,Rp.120.000,Rp.66.073,Rp.53.927
Pesanan ID-20171018-173558,2017-10-18T00:14:18Z,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,Rp.125.000,Rp.125.000,Rp.61.202,Rp.63.798
Pesanan ID-20171018-271533,2017-10-18T00:57:31Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.110.000,Rp.110.000,Rp.61.000,Rp.49.000
Pesanan ID-20171018-377130,2017-10-18T00:39:27Z,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,Rp.110.000,Rp.110.000,Rp.65.303,Rp.44.697
Pesanan ID-20171018-128476,2017-10-18T00:05:44Z,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,Rp.110.000,Rp.110.000,Rp.65.172,Rp.44.828
Pesanan ID-20171018-128476,2017-10-18T00:05:44Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.115.000,Rp.115.000,Rp.71.780,Rp.43.220
Pesanan ID-20171018-966667,2017-10-18T00:36:01Z,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp.120.000,Rp.120.000,Rp.61.409,Rp.58.591
Pesanan ID-20171018-923258,2017-10-18T00:08:54Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.110.000,Rp.110.000,Rp.75.613,Rp.34.387
Pesanan ID-20171018-923258,2017-10-18T00:08:54Z,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp.120.000,Rp.120.000,Rp.71.780,Rp.48.220
Pesanan ID-20171018-093245,2017-10-18T00:37:17Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.110.000,Rp.110.000,Rp.74.010,Rp.35.990
Pesanan ID-20171018-254853,2017-10-18T00:24:34Z,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp.130.000,Rp.130.000,Rp.74.010,Rp.55.990
Pesanan ID-20171018-155425,2017-10-18T00:52:35Z,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,Rp.125.000,Rp.125.000,Rp.61.000,Rp.64.000
Pesanan ID-20171018-875535,2017-10-18T00:15:00Z,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,Rp.115.000,Rp.115.000,Rp.67.800,Rp.47.200
Pesanan ID-20171018-061426,2017-10-18T00:37:38Z,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,Rp.120.000,Rp.120.000,Rp.61.202,Rp.58.798
Pesanan ID-20171018-665880,2017-10-18T00:12:27Z,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,Rp.125.000,Rp.125.000,Rp.75.613,Rp.49.387
